,location_name,diver,buddy,orig_lat,orig_lon,sample_collection_date,year,visibility_m,direction,depth_m,method,block,taxon_id,scientific_name,invert_count,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,habitat,transect_decimal_latitude,transect_decimal_longitude,event,orig_scientific_name,rank,valid_name,kingdom,phylum,class,order,family,genus,total_count
11,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,cca,Chaetodon capistratus,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Chaetodon capistratus,Species,Chaetodon capistratus,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,3
12,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,coc,Chaetodon ocellatus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Chaetodon ocellatus,Species,Chaetodon ocellatus,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,1
13,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,clu,Clupeidae,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Clupeidae,Family,Clupeidae,Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,0,205
14,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,clu,Clupeidae,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Clupeidae,Family,Clupeidae,Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,0,1000
15,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,2,cdi,Coryphopterus dicrus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Coryphopterus dicrus,Species,Coryphopterus dicrus,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,1
16,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,1,evi,Echinometra viridis,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Echinometra viridis,Species,Echinometra viridis,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,6
17,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,eme,Eucinostomus melanopterus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Eucinostomus melanopterus,Species,Eucinostomus melanopterus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,Eucinostomus,1
18,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,hsp,Haemulon,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Haemulon sp.,Genus,Haemulon,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10
19,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hsp,Haemulon,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Haemulon sp.,Genus,Haemulon,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7
20,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hfl,Haemulon flavolineatum,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Haemulon flavolineatum,Species,Haemulon flavolineatum,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,15
21,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hpl,Haemulon plumierii,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Haemulon plumierii,Species,Haemulon plumierii,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,3
22,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,hsc,Haemulon sciurus,0,0,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Haemulon sciurus,Species,Haemulon sciurus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,17
23,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hsc,Haemulon sciurus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Haemulon sciurus,Species,Haemulon sciurus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,1
24,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,hbi,Halichoeres bivittatus,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Halichoeres bivittatus,Species,Halichoeres bivittatus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,8
25,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hbi,Halichoeres bivittatus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Halichoeres bivittatus,Species,Halichoeres bivittatus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,1
26,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,hyp,Hypoplectrus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Hypoplectrus spp.,Genus,Hypoplectrus,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrus,1
27,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hyp,Hypoplectrus,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Hypoplectrus spp.,Genus,Hypoplectrus,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrus,2
28,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,hpu,Hypoplectrus puella,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Hypoplectrus puella,Species,Hypoplectrus puella,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrus,1
29,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,1,iba,Isostichopus badionotus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Isostichopus badionotus,Species,Isostichopus badionotus,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,1
30,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,2,iba,Isostichopus badionotus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Isostichopus badionotus,Species,Isostichopus badionotus,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,1
31,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,lap,Lutjanus apodus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Lutjanus apodus,Species,Lutjanus apodus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,0
32,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,lap,Lutjanus apodus,0,0,0,1,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Lutjanus apodus,Species,Lutjanus apodus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,18
33,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,lgr,Lutjanus griseus,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Lutjanus griseus,Species,Lutjanus griseus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,23
34,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,lgr,Lutjanus griseus,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Lutjanus griseus,Species,Lutjanus griseus,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,13
35,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,1,lva,Lytechinus variegatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Lytechinus variegatus,Species,Lytechinus variegatus,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Lytechinus,1
36,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,1,Ore,Oreaster reticulatus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Oreaster reticulatus,Species,Oreaster reticulatus,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Oreaster,2
37,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,2,ore,Oreaster reticulatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Oreaster reticulatus,Species,Oreaster reticulatus,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Oreaster,1
38,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sis,Scarus iseri,0,0,39,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Scarus iseri,Species,Scarus iseri,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,48
39,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,sis,Scarus iseri,0,22,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Scarus iseri,Species,Scarus iseri,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,51
40,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sau,Sparisoma aurofrenatum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sparisoma aurofrenatum,Species,Sparisoma aurofrenatum,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,2
41,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sru,Sparisoma rubripinne,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sparisoma rubripinne,Species,Sparisoma rubripinne,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,10
42,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sru,Sparisoma rubripinne,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sparisoma rubripinne,Species,Sparisoma rubripinne,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,1
43,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,sru,Sparisoma rubripinne,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sparisoma rubripinne,Species,Sparisoma rubripinne,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,3
44,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,svi,Sparisoma viride,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sparisoma viride,Species,Sparisoma viride,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7
45,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,svi,Sparisoma viride,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sparisoma viride,Species,Sparisoma viride,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,8
46,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,ste,Sphoeroides testudineus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sphoeroides testudineus,Species,Sphoeroides testudineus,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,1
47,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,ste,Sphoeroides testudineus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sphoeroides testudineus,Species,Sphoeroides testudineus,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,1
48,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sba,Sphyraena barracuda,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sphyraena barracuda,Species,Sphyraena barracuda,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,3
49,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,sba,Sphyraena barracuda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Sphyraena barracuda,Species,Sphyraena barracuda,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,1
50,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sva,Stegastes variabilis,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Stegastes variabilis,Species,Stegastes variabilis,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5
51,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sva,Stegastes variabilis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Stegastes variabilis,Species,Stegastes variabilis,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,1
52,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,2,sva,Stegastes variabilis,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Stegastes variabilis,Species,Stegastes variabilis,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,7
53,Blueground Mangrove,Zach Foltz,Scott Jones,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,2,shi,Stenopus hispidus,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Stenopus hispidus,Species,Stenopus hispidus,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,5
54,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,2,1,sse,Stenorhynchus seticornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Stenorhynchus seticornis,Species,Stenorhynchus seticornis,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,1
55,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,sno,Strongylura notata notata,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Strongylura notata,Species,Strongylura notata notata,Animalia,Chordata,Actinopteri,Beloniformes,Belonidae,Strongylura,3
56,Blueground Mangrove,Scott Jones,Zach Foltz,16.80807,-88.14677,9/18/2015,2015,5,E,2,1,1,tbi,Thalassoma bifasciatum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mangrove,16.80807,-88.1468,Blueground Mangrove_2015,Thalassoma bifasciatum,Species,Thalassoma bifasciatum,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,1
57,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,asa,Abudefduf saxatilis,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patch reef,16.80126,-88.0831,CBC House Reef_2015,Abudefduf saxatilis,Species,Abudefduf saxatilis,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,11
58,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,2,2,aas,Acanthemblemaria aspera,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patch reef,16.80126,-88.0831,CBC House Reef_2015,Acanthemblemaria aspera,Species,Acanthemblemaria aspera,Animalia,Chordata,Actinopteri,Blenniiformes,Chaenopsidae,Acanthemblemaria,11
59,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,aba,Acanthurus bahianus,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patch reef,16.80126,-88.0831,CBC House Reef_2015,Acanthurus bahianus,Species,Acanthurus bahianus,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,10
